yyyy,mm,tmax,tmin,af,rain,sun
1964.0,12.0,6.3,0.4,16.0,93.7,61.3
1965.0,1.0,5.7,1.4,12.0,90.1,57.4
1965.0,2.0,5.5,1.5,8.0,22.4,21.3
1965.0,3.0,8.8,1.0,10.0,74.0,112.0
1965.0,4.0,12.0,4.3,0.0,50.0,134.8
1965.0,5.0,15.5,7.6,0.0,68.2,137.1
1965.0,6.0,19.0,10.4,0.0,91.8,163.7
1965.0,7.0,17.0,10.5,0.0,58.9,91.3
1965.0,8.0,19.0,11.1,0.0,49.2,133.7
1965.0,9.0,15.6,9.3,0.0,167.4,82.8
1965.0,10.0,14.2,7.6,0.0,27.5,73.1
1965.0,11.0,6.5,1.9,8.0,147.5,63.1
1965.0,12.0,7.0,2.0,5.0,191.5,52.1
1966.0,1.0,4.3,0.6,14.0,41.5,22.9
1966.0,2.0,7.2,2.5,11.0,154.2,25.2
1966.0,3.0,9.6,3.5,4.0,46.9,110.3
1966.0,4.0,8.7,3.5,6.0,140.6,74.1
1966.0,5.0,15.7,7.2,0.0,58.8,209.2
1966.0,6.0,19.4,11.4,0.0,61.3,142.8
1966.0,7.0,18.4,11.5,0.0,44.5,130.8
1966.0,8.0,18.8,10.8,0.0,92.9,124.6
1966.0,9.0,17.6,10.2,0.0,55.7,107.8
1966.0,10.0,12.8,6.7,0.0,101.4,66.1
1966.0,11.0,7.8,3.5,0.0,93.9,41.1
1966.0,12.0,7.5,2.7,3.0,77.3,36.1
1967.0,1.0,6.3,1.8,11.0,49.7,66.3
1967.0,2.0,7.7,3.1,3.0,70.9,52.2
1967.0,3.0,10.2,4.2,1.0,57.8,165.4
1967.0,4.0,11.2,4.5,1.0,32.7,85.8
1967.0,5.0,13.9,6.4,1.0,172.6,142.1
1967.0,6.0,19.5,10.2,0.0,13.7,212.8
1967.0,7.0,21.5,12.8,0.0,40.9,178.0
1967.0,8.0,20.0,12.0,0.0,70.3,117.8
1967.0,9.0,17.0,9.5,0.0,62.5,88.4
1967.0,10.0,13.9,7.7,0.0,115.5,110.4
1967.0,11.0,8.1,2.3,6.0,71.4,50.4
1967.0,12.0,6.7,2.0,11.0,44.7,52.8
1968.0,1.0,6.7,1.9,11.0,67.4,36.1
1968.0,2.0,4.4,-0.4,17.0,42.8,60.5
1968.0,3.0,9.7,3.2,5.0,61.3,98.2
1968.0,4.0,12.9,3.9,9.0,54.2,152.3
1968.0,5.0,13.7,5.9,0.0,82.8,100.9
1968.0,6.0,19.5,10.3,0.0,54.9,174.1
1968.0,7.0,18.2,11.5,0.0,112.5,69.9
1968.0,8.0,19.4,11.8,0.0,41.8,99.9
1968.0,9.0,17.2,10.6,0.0,155.2,74.1
1968.0,10.0,15.0,9.8,0.0,63.5,63.8
1968.0,11.0,8.0,4.2,1.0,87.3,29.6
1968.0,12.0,5.0,1.2,9.0,52.9,28.3
1969.0,1.0,7.8,3.0,7.0,85.0,28.8
1969.0,2.0,2.5,-1.5,20.0,101.0,63.5
1969.0,3.0,4.7,0.0,19.0,119.9,48.1
1969.0,4.0,11.2,3.4,1.0,76.1,147.5
1969.0,5.0,14.6,7.4,0.0,99.1,99.2
1969.0,6.0,18.8,9.3,0.0,62.5,253.4
1969.0,7.0,21.5,12.9,0.0,52.6,227.3
1969.0,8.0,19.9,12.6,0.0,48.5,129.0
1969.0,9.0,17.3,10.5,0.0,38.9,75.4
1969.0,10.0,15.9,9.6,0.0,24.7,76.9
1969.0,11.0,7.5,2.2,5.0,163.7,61.5
1969.0,12.0,5.8,1.6,13.0,72.7,30.5
1970.0,1.0,5.7,1.5,8.0,94.7,36.8
1970.0,2.0,5.5,0.1,11.0,104.0,88.5
1970.0,3.0,6.6,0.8,13.0,55.4,114.6
1970.0,4.0,10.4,3.4,4.0,106.6,137.2
1970.0,5.0,17.4,8.5,0.0,16.9,160.2
1970.0,6.0,21.8,11.2,0.0,24.2,238.9
1970.0,7.0,19.0,11.9,0.0,39.2,153.3
1970.0,8.0,20.4,12.2,0.0,72.9,137.6
1970.0,9.0,18.3,11.2,0.0,42.8,122.6
1970.0,10.0,14.1,7.5,0.0,47.9,101.0
1970.0,11.0,9.6,5.1,1.0,141.4,48.4
1970.0,12.0,6.2,2.6,6.0,40.6,45.7
1971.0,1.0,6.6,2.3,8.0,69.3,39.9
1971.0,2.0,7.6,2.6,3.0,26.7,63.3
1971.0,3.0,8.1,2.8,5.0,47.2,79.8
1971.0,4.0,11.1,4.3,0.0,84.1,70.0
1971.0,5.0,16.4,7.0,0.0,63.5,207.3
1971.0,6.0,15.6,8.8,0.0,69.4,131.5
1971.0,7.0,22.1,12.8,0.0,86.3,207.2
1971.0,8.0,19.4,11.8,0.0,102.2,121.1
1971.0,9.0,18.8,10.1,0.0,31.2,148.0
1971.0,10.0,15.3,8.1,0.0,92.8,139.3
1971.0,11.0,9.1,3.7,4.0,62.6,78.5
1971.0,12.0,8.8,4.8,0.0,35.1,48.2
1972.0,1.0,5.7,1.6,8.0,92.7,38.7
1972.0,2.0,5.8,1.8,5.0,65.9,28.9
1972.0,3.0,9.9,2.5,4.0,106.2,118.6
1972.0,4.0,11.5,5.3,0.0,56.9,94.6
1972.0,5.0,14.4,6.8,0.0,56.6,135.4
1972.0,6.0,15.8,8.7,0.0,83.1,127.8
1972.0,7.0,19.5,11.6,0.0,55.7,148.4
1972.0,8.0,19.3,11.5,0.0,61.2,180.8
1972.0,9.0,15.1,8.5,0.0,50.6,80.4
1972.0,10.0,13.5,7.0,0.0,14.5,61.7
1972.0,11.0,9.2,4.5,1.0,84.9,68.6
1972.0,12.0,7.6,2.9,0.0,80.3,22.7
1973.0,1.0,6.7,2.8,5.0,39.8,26.7
1973.0,2.0,7.4,2.1,9.0,65.0,91.7
1973.0,3.0,10.6,3.6,0.0,15.1,127.3
1973.0,4.0,10.6,3.5,2.0,77.5,142.1
1973.0,5.0,15.5,7.4,0.0,59.5,150.6
1973.0,6.0,20.0,10.8,0.0,44.0,204.2
1973.0,7.0,19.7,12.1,0.0,200.6,115.6
1973.0,8.0,20.7,12.1,0.0,58.0,161.9
1973.0,9.0,18.0,10.5,0.0,58.1,108.8
1973.0,10.0,12.2,6.0,1.0,63.3,82.2
1973.0,11.0,8.6,3.6,7.0,28.8,89.7
1973.0,12.0,7.3,2.4,7.0,51.6,41.8
1974.0,1.0,8.1,2.9,3.0,79.3,49.4
1974.0,2.0,8.0,3.1,0.0,67.3,55.5
1974.0,3.0,8.5,2.2,1.0,39.8,95.0
1974.0,4.0,11.6,3.6,0.0,12.3,120.5
1974.0,5.0,15.7,6.9,0.0,39.5,195.1
1974.0,6.0,17.7,9.8,0.0,48.5,184.3
1974.0,7.0,18.7,11.7,0.0,67.6,164.0
1974.0,8.0,19.5,11.5,0.0,81.0,180.1
1974.0,9.0,15.7,8.8,0.0,90.8,138.7
1974.0,10.0,10.0,5.3,0.0,55.9,89.6
1974.0,11.0,8.7,3.7,1.0,121.1,47.5
1974.0,12.0,9.9,5.1,2.0,71.1,43.2
1975.0,1.0,8.9,3.8,1.0,73.2,32.2
1975.0,2.0,6.5,1.6,8.0,15.8,25.0
1975.0,3.0,7.0,1.7,7.0,58.8,89.4
1975.0,4.0,12.2,5.1,4.0,46.9,132.8
1975.0,5.0,13.8,5.6,0.0,86.2,187.9
1975.0,6.0,20.1,9.7,0.0,11.9,253.2
1975.0,7.0,21.7,13.2,0.0,81.9,170.9
1975.0,8.0,24.6,14.1,0.0,51.2,236.1
1975.0,9.0,17.3,9.5,0.0,34.6,138.5
1975.0,10.0,13.4,6.5,0.0,27.2,91.2
1975.0,11.0,8.8,3.3,3.0,28.6,70.6
1975.0,12.0,8.2,3.4,4.0,43.0,49.8
1976.0,1.0,7.6,3.2,8.0,93.8,41.4
1976.0,2.0,6.7,2.1,8.0,33.7,45.0
1976.0,3.0,7.8,1.4,8.0,29.5,108.8
1976.0,4.0,11.7,4.4,2.0,16.2,116.1
1976.0,5.0,15.8,7.9,0.0,79.9,148.6
1976.0,6.0,22.3,12.0,0.0,16.6,250.2
1976.0,7.0,24.0,13.2,0.0,16.9,285.2
1976.0,8.0,23.0,11.9,0.0,17.3,215.6
1976.0,9.0,16.4,9.6,0.0,134.9,85.5
1976.0,10.0,13.0,7.5,0.0,127.7,58.7
1976.0,11.0,8.6,3.2,1.0,32.4,58.7
1976.0,12.0,3.7,0.3,10.0,75.3,55.2
1977.0,1.0,4.6,0.4,12.0,113.8,45.9
1977.0,2.0,6.3,1.5,6.0,201.4,53.5
1977.0,3.0,9.5,3.4,3.0,59.7,79.0
1977.0,4.0,10.6,3.6,2.0,45.0,179.3
1977.0,5.0,14.6,6.1,0.0,43.5,207.6
1977.0,6.0,16.4,8.3,0.0,66.4,182.0
1977.0,7.0,19.6,11.9,0.0,9.5,178.3
1977.0,8.0,19.4,11.7,0.0,69.2,137.7
1977.0,9.0,16.6,9.7,0.0,35.2,108.8
1977.0,10.0,14.0,8.4,0.0,45.4,87.4
1977.0,11.0,8.4,3.4,5.0,112.0,80.9
1977.0,12.0,7.5,3.6,1.0,82.5,30.7
1978.0,1.0,5.3,0.7,9.0,99.4,52.4
1978.0,2.0,4.4,-0.5,14.0,55.4,33.5
1978.0,3.0,10.1,3.3,1.0,73.2,142.5
1978.0,4.0,9.4,3.0,6.0,47.3,89.9
1978.0,5.0,16.1,7.1,0.0,34.7,180.7
1978.0,6.0,17.4,10.0,0.0,90.0,174.4
1978.0,7.0,18.3,10.9,0.0,58.8,150.7
1978.0,8.0,18.6,11.7,0.0,48.5,126.9
1978.0,9.0,17.2,11.0,0.0,48.8,126.2
1978.0,10.0,15.3,9.2,0.0,9.9,88.4
1978.0,11.0,11.3,6.0,4.0,50.0,71.4
1978.0,12.0,5.0,0.8,14.0,207.9,24.9
1979.0,1.0,2.5,-2.4,24.0,82.3,55.7
1979.0,2.0,2.6,-1.2,22.0,78.6,50.5
1979.0,3.0,6.9,1.7,6.0,148.0,88.9
1979.0,4.0,11.0,4.4,1.0,83.1,106.0
1979.0,5.0,14.4,6.0,1.0,115.5,158.8
1979.0,6.0,19.1,10.4,0.0,34.9,190.0
1979.0,7.0,20.4,12.2,0.0,13.0,169.8
1979.0,8.0,19.1,11.4,0.0,79.0,171.2
1979.0,9.0,17.6,9.6,0.0,25.0,166.9
1979.0,10.0,14.2,7.8,0.0,66.4,82.5
1979.0,11.0,9.6,3.9,2.0,96.9,54.9
1979.0,12.0,7.4,3.6,4.0,137.7,42.5
1980.0,1.0,4.4,0.4,13.0,70.9,47.4
1980.0,2.0,7.8,2.9,2.0,117.1,28.4
1980.0,3.0,7.4,1.9,6.0,100.1,87.8
1980.0,4.0,13.4,5.1,1.0,10.6,149.3
1980.0,5.0,16.0,6.1,0.0,20.5,214.2
1980.0,6.0,17.9,10.3,0.0,132.8,114.8
1980.0,7.0,18.5,11.0,0.0,66.9,130.0
1980.0,8.0,19.8,12.0,0.0,79.0,155.9
1980.0,9.0,18.6,11.4,0.0,33.2,151.5
1980.0,10.0,11.9,5.6,0.0,113.2,93.7
1980.0,11.0,8.7,4.4,5.0,81.8,41.5
1980.0,12.0,8.4,3.2,4.0,51.7,48.9
1981.0,1.0,7.5,2.1,7.0,56.4,47.8
1981.0,2.0,5.3,0.5,12.0,89.4,55.6
1981.0,3.0,10.1,4.8,0.0,149.9,51.3
1981.0,4.0,10.6,4.2,1.0,110.5,112.6
1981.0,5.0,15.6,7.6,0.0,65.3,149.0
1981.0,6.0,17.3,9.9,0.0,33.4,163.7
1981.0,7.0,19.6,12.2,0.0,18.8,172.6
1981.0,8.0,20.5,12.4,0.0,57.2,174.7
1981.0,9.0,19.2,10.7,0.0,107.8,162.2
1981.0,10.0,11.4,5.2,0.0,87.9,112.0
1981.0,11.0,10.4,4.9,0.0,70.4,41.1
1981.0,12.0,2.6,-2.3,21.0,93.6,37.4
1982.0,1.0,5.9,-0.3,14.0,39.9,48.2
1982.0,2.0,7.4,2.1,7.0,20.4,33.0
1982.0,3.0,9.7,2.8,1.0,100.1,131.7
1982.0,4.0,13.5,4.8,2.0,17.3,167.1
1982.0,5.0,17.1,6.7,0.0,23.6,238.9
1982.0,6.0,18.9,11.2,0.0,225.0,120.7
1982.0,7.0,20.9,12.5,0.0,14.7,173.0
1982.0,8.0,19.6,12.0,0.0,83.5,172.7
1982.0,9.0,18.7,10.5,0.0,56.4,148.5
1982.0,10.0,13.1,7.2,0.0,54.7,55.1
1982.0,11.0,10.0,5.4,1.0,117.5,38.6
1982.0,12.0,6.9,1.8,9.0,78.7,22.6
1983.0,1.0,9.0,4.0,3.0,98.7,42.8
1983.0,2.0,3.5,-0.8,17.0,39.9,35.3
1983.0,3.0,9.3,4.0,0.0,65.7,85.4
1983.0,4.0,10.1,3.2,1.0,121.2,115.3
1983.0,5.0,13.6,6.4,0.0,127.0,101.6
1983.0,6.0,18.0,9.9,0.0,7.6,171.0
1983.0,7.0,24.5,14.3,0.0,44.4,187.1
1983.0,8.0,22.1,12.6,0.0,31.3,207.7
1983.0,9.0,16.8,10.2,0.0,120.1,116.9
1983.0,10.0,13.6,7.3,2.0,66.9,84.1
1983.0,11.0,9.9,5.5,5.0,41.2,29.0
1983.0,12.0,8.2,3.4,4.0,142.2,37.9
1984.0,1.0,5.6,0.8,10.0,160.2,37.6
1984.0,2.0,5.8,0.6,12.0,79.7,42.3
1984.0,3.0,7.3,2.2,3.0,52.3,44.9
1984.0,4.0,13.3,3.5,5.0,10.0,205.7
1984.0,5.0,14.9,5.9,1.0,55.4,158.4
1984.0,6.0,19.1,10.5,0.0,40.9,219.3
1984.0,7.0,22.4,12.0,0.0,13.3,258.2
1984.0,8.0,22.5,12.6,0.0,81.9,183.0
1984.0,9.0,16.7,10.4,0.0,117.6,86.1
1984.0,10.0,14.3,7.7,0.0,82.7,75.6
1984.0,11.0,9.8,5.7,0.0,124.9,33.7
1984.0,12.0,7.3,2.4,8.0,47.6,39.1
1985.0,1.0,3.7,-0.8,19.0,73.0,26.3
1985.0,2.0,5.7,-0.3,14.0,4.6,58.2
1985.0,3.0,8.2,1.7,8.0,48.8,105.1
1985.0,4.0,11.6,4.8,2.0,69.5,111.7
1985.0,5.0,14.4,6.8,0.0,63.4,139.2
1985.0,6.0,16.8,8.6,0.0,76.5,179.8
1985.0,7.0,20.4,12.7,0.0,46.4,182.2
1985.0,8.0,18.4,11.3,0.0,87.9,158.0
1985.0,9.0,18.8,11.0,0.0,14.2,125.5
1985.0,10.0,14.4,8.7,0.0,33.6,64.3
1985.0,11.0,6.6,1.4,10.0,78.2,50.2
1985.0,12.0,8.2,4.0,6.0,78.0,22.9
1986.0,1.0,5.4,0.6,12.0,174.1,39.2
1986.0,2.0,1.0,-3.0,25.0,37.2,43.3
1986.0,3.0,8.2,1.8,5.0,67.4,101.8
1986.0,4.0,9.0,2.3,3.0,111.0,81.7
1986.0,5.0,16.0,7.5,0.0,94.7,184.7
1986.0,6.0,19.3,9.8,0.0,48.0,202.2
1986.0,7.0,20.0,11.9,0.0,25.3,175.2
1986.0,8.0,17.1,9.7,0.0,109.9,132.3
1986.0,9.0,16.1,7.6,0.0,9.5,182.1
1986.0,10.0,14.3,7.3,0.0,85.7,111.2
1986.0,11.0,10.6,4.7,0.0,93.0,57.9
1986.0,12.0,8.5,3.2,1.0,142.3,32.1
1987.0,1.0,3.4,-1.1,18.0,52.9,37.6
1987.0,2.0,6.7,1.0,11.0,35.1,52.3
1987.0,3.0,7.3,1.2,14.0,89.2,110.5
1987.0,4.0,14.6,6.1,0.0,64.6,156.6
1987.0,5.0,14.6,5.9,0.0,32.6,199.2
1987.0,6.0,16.5,9.0,0.0,140.0,123.1
1987.0,7.0,19.8,12.2,0.0,51.4,168.0
1987.0,8.0,19.7,12.2,0.0,45.1,149.3
1987.0,9.0,17.4,9.3,0.0,67.2,152.3
1987.0,10.0,12.5,6.0,0.0,119.5,77.6
1987.0,11.0,8.5,4.1,3.0,53.5,43.4
1987.0,12.0,7.9,3.8,5.0,38.2,15.5
1988.0,1.0,7.2,2.5,3.0,173.9,37.7
1988.0,2.0,7.3,2.2,4.0,81.0,94.7
1988.0,3.0,9.3,2.8,6.0,97.3,104.6
1988.0,4.0,11.6,5.0,1.0,44.1,90.6
1988.0,5.0,16.2,7.1,0.0,50.4,194.0
1988.0,6.0,18.9,10.8,0.0,55.9,146.2
1988.0,7.0,18.6,11.6,0.0,106.7,154.0
1988.0,8.0,19.5,11.7,0.0,78.6,180.9
1988.0,9.0,16.5,9.7,0.0,51.7,163.7
1988.0,10.0,13.0,7.1,2.0,88.9,75.6
1988.0,11.0,9.0,2.6,8.0,50.5,68.6
1988.0,12.0,9.8,5.4,0.0,36.0,35.7
1989.0,1.0,9.0,3.9,2.0,20.6,54.3
1989.0,2.0,9.1,2.9,3.0,75.3,93.1
1989.0,3.0,11.0,3.9,2.0,77.7,126.6
1989.0,4.0,9.6,2.7,3.0,115.5,107.8
1989.0,5.0,18.4,8.2,0.0,26.0,283.8
1989.0,6.0,20.2,10.0,0.0,54.1,255.5
1989.0,7.0,22.9,13.1,0.0,41.4,284.9
1989.0,8.0,21.1,12.0,0.0,36.2,240.5
1989.0,9.0,18.5,10.6,0.0,23.3,135.1
1989.0,10.0,14.9,8.5,0.0,65.3,85.1
1989.0,11.0,9.0,4.0,3.0,42.6,45.3
1989.0,12.0,6.7,2.8,4.0,159.1,12.9
1990.0,1.0,8.9,3.9,0.0,128.7,46.4
1990.0,2.0,9.7,4.4,1.0,115.2,58.5
1990.0,3.0,12.4,5.3,3.0,21.6,137.6
1990.0,4.0,13.1,3.9,3.0,25.9,201.6
1990.0,5.0,18.1,7.7,0.0,18.9,219.2
1990.0,6.0,17.6,10.4,0.0,46.4,112.1
1990.0,7.0,22.1,11.9,0.0,21.5,273.8
1990.0,8.0,23.1,13.8,0.0,40.8,233.4
1990.0,9.0,16.7,9.6,0.0,30.4,127.5
1990.0,10.0,14.4,8.6,0.0,129.7,75.9
1990.0,11.0,8.8,4.9,0.0,47.9,32.3
1990.0,12.0,6.7,2.6,5.0,136.0,24.3
1991.0,1.0,5.5,0.1,14.0,86.8,53.3
1991.0,2.0,4.8,-0.3,16.0,68.5,45.1
1991.0,3.0,10.7,5.2,1.0,58.7,61.0
1991.0,4.0,11.4,4.5,2.0,67.2,129.3
1991.0,5.0,14.6,7.7,0.0,14.4,131.5
1991.0,6.0,15.8,8.5,0.0,68.6,153.8
1991.0,7.0,22.2,13.2,0.0,51.2,221.6
1991.0,8.0,21.9,12.8,0.0,8.5,221.1
1991.0,9.0,19.4,9.8,0.0,37.0,185.9
1991.0,10.0,12.9,7.7,0.0,54.3,68.2
1991.0,11.0,9.2,3.8,2.0,73.1,42.7
1991.0,12.0,7.9,2.6,7.0,78.4,28.5
1992.0,1.0,6.5,1.0,13.0,43.6,37.1
1992.0,2.0,8.9,2.9,5.0,25.9,52.7
1992.0,3.0,10.3,4.0,0.0,73.6,73.9
1992.0,4.0,12.3,5.3,0.0,41.8,125.0
1992.0,5.0,18.7,8.6,0.0,57.6,239.1
1992.0,6.0,20.5,11.7,0.0,52.2,192.7
1992.0,7.0,19.8,12.5,0.0,77.7,183.0
1992.0,8.0,19.2,11.3,0.0,117.7,196.3
1992.0,9.0,16.3,9.7,0.0,71.9,123.4
1992.0,10.0,10.2,4.8,1.0,66.0,60.3
1992.0,11.0,10.2,3.8,3.0,129.1,40.6
1992.0,12.0,6.3,1.2,11.0,67.4,19.7
1993.0,1.0,8.4,2.3,5.0,88.1,24.4
1993.0,2.0,7.5,3.0,2.0,10.7,42.3
1993.0,3.0,10.3,2.3,8.0,16.7,128.5
1993.0,4.0,13.0,5.7,0.0,91.8,116.3
1993.0,5.0,15.5,7.1,0.0,70.7,183.5
1993.0,6.0,19.4,10.2,0.0,108.3,193.6
1993.0,7.0,19.0,11.5,0.0,85.3,197.9
1993.0,8.0,18.4,10.3,0.0,29.7,182.5
1993.0,9.0,15.2,9.0,0.0,121.4,84.3
1993.0,10.0,10.7,5.4,5.0,62.8,75.4
1993.0,11.0,6.3,2.2,10.0,56.9,25.8
1993.0,12.0,7.1,2.2,5.0,171.4,29.4
1994.0,1.0,7.2,1.5,8.0,124.4,44.3
1994.0,2.0,4.9,-0.6,17.0,75.7,33.3
1994.0,3.0,10.6,4.2,0.0,78.1,141.0
1994.0,4.0,12.0,4.9,1.0,55.3,172.9
1994.0,5.0,13.9,6.5,0.0,65.6,141.1
1994.0,6.0,19.2,10.6,0.0,14.6,198.8
1994.0,7.0,23.3,12.9,0.0,33.1,206.4
1994.0,8.0,19.7,11.8,0.0,45.0,182.1
1994.0,9.0,15.4,9.1,0.0,148.2,104.8
1994.0,10.0,12.7,6.2,0.0,57.9,72.9
1994.0,11.0,11.7,7.0,0.0,103.3,35.3
1994.0,12.0,9.0,3.6,6.0,103.9,31.7
1995.0,1.0,6.4,1.5,10.0,157.7,35.8
1995.0,2.0,9.0,3.4,0.0,99.2,63.0
1995.0,3.0,8.9,2.0,7.0,63.9,172.7
1995.0,4.0,13.2,5.1,1.0,24.6,170.7
1995.0,5.0,16.7,7.4,0.0,48.1,203.7
1995.0,6.0,18.4,9.6,0.0,11.3,182.9
1995.0,7.0,23.8,14.1,0.0,22.5,229.1
1995.0,8.0,24.4,13.2,0.0,12.1,256.1
1995.0,9.0,17.1,10.3,0.0,75.6,115.7
1995.0,10.0,16.1,9.3,0.0,21.9,100.1
1995.0,11.0,9.9,5.2,3.0,60.5,36.0
1995.0,12.0,3.8,0.1,15.0,70.4,20.5
1996.0,1.0,5.0,2.1,9.0,57.0,5.8
1996.0,2.0,5.0,0.0,16.0,75.1,54.3
1996.0,3.0,5.9,1.7,5.0,52.9,38.6
1996.0,4.0,12.8,4.7,4.0,37.7,114.3
1996.0,5.0,13.0,5.3,0.0,39.1,169.6
1996.0,6.0,19.3,9.6,0.0,29.8,244.5
1996.0,7.0,21.5,11.9,0.0,24.5,254.6
1996.0,8.0,21.5,12.3,0.0,101.1,199.5
1996.0,9.0,16.8,9.9,0.0,27.1,111.4
1996.0,10.0,14.4,7.9,0.0,70.6,119.7
1996.0,11.0,8.2,3.2,8.0,134.3,89.8
1996.0,12.0,5.0,0.6,11.0,98.2,39.1
1997.0,1.0,5.2,0.2,15.0,8.5,51.4
1997.0,2.0,9.5,3.9,1.0,106.5,81.6
1997.0,3.0,12.1,5.0,1.0,22.0,152.1
1997.0,4.0,13.2,5.1,0.0,28.2,137.0
1997.0,5.0,16.3,6.7,0.0,77.5,252.3
1997.0,6.0,17.6,10.2,0.0,130.9,136.5
1997.0,7.0,21.7,12.7,0.0,56.7,244.4
1997.0,8.0,23.3,14.1,0.0,108.6,201.5
1997.0,9.0,17.3,10.2,0.0,17.5,148.4
1997.0,10.0,13.0,6.4,3.0,55.8,117.4
1997.0,11.0,10.4,6.1,0.0,93.1,24.6
1997.0,12.0,8.2,3.9,3.0,79.4,36.2
1998.0,1.0,7.1,2.5,5.0,88.5,46.3
1998.0,2.0,11.2,5.1,4.0,9.3,102.2
1998.0,3.0,11.2,4.8,2.0,93.5,91.9
1998.0,4.0,10.9,4.4,2.0,117.9,125.7
1998.0,5.0,17.0,8.5,0.0,26.6,199.3
1998.0,6.0,17.5,10.5,0.0,152.4,141.7
1998.0,7.0,19.2,12.1,0.0,36.5,172.0
1998.0,8.0,20.1,11.9,0.0,46.2,210.6
1998.0,9.0,17.7,11.1,0.0,49.2,96.6
1998.0,10.0,13.0,7.2,1.0,197.9,99.1
1998.0,11.0,8.4,3.6,2.0,49.5,68.9
1998.0,12.0,8.3,2.4,6.0,57.9,42.4
1999.0,1.0,8.1,2.7,5.0,90.8,66.9
1999.0,2.0,8.0,2.4,7.0,44.7,92.0
1999.0,3.0,10.7,4.2,1.0,82.8,140.8
1999.0,4.0,13.4,5.8,3.0,91.6,152.9
1999.0,5.0,17.5,9.0,0.0,51.0,181.9
1999.0,6.0,18.3,10.2,0.0,61.0,188.5
1999.0,7.0,22.5,13.4,0.0,30.1,227.9
1999.0,8.0,19.9,12.1,0.0,75.4,129.7
1999.0,9.0,20.2,11.5,0.0,113.7,190.7
1999.0,10.0,13.8,7.8,0.0,55.3,123.1
1999.0,11.0,10.1,5.2,1.0,48.2,70.7
1999.0,12.0,7.1,1.9,8.0,135.6,60.6
2000.0,1.0,7.8,2.7,2.0,49.8,75.9
2000.0,2.0,8.9,3.3,4.0,72.0,93.5
2000.0,3.0,10.9,4.2,3.0,43.3,133.0
2000.0,4.0,11.7,4.2,1.0,153.3,124.6
2000.0,5.0,16.4,7.6,0.0,63.9,189.6
2000.0,6.0,19.0,11.2,0.0,46.6,151.9
2000.0,7.0,18.8,11.4,0.0,68.5,142.5
2000.0,8.0,21.2,12.4,0.0,46.3,195.9
2000.0,9.0,18.1,10.8,0.0,117.8,116.7
2000.0,10.0,13.1,7.1,0.0,139.5,87.6
2000.0,11.0,9.1,4.0,2.0,167.9,51.9
2000.0,12.0,7.0,3.3,9.0,118.0,42.0
2001.0,1.0,5.3,0.3,15.0,42.1,59.1
2001.0,2.0,7.7,0.8,11.0,79.4,96.4
2001.0,3.0,8.0,1.6,8.0,56.2,100.5
2001.0,4.0,11.3,4.0,0.0,80.1,106.2
2001.0,5.0,17.8,7.7,0.0,58.0,208.7
2001.0,6.0,18.4,10.1,0.0,43.9,160.0
2001.0,7.0,21.4,13.2,0.0,57.5,185.1
2001.0,8.0,20.9,12.8,0.0,111.9,181.1
2001.0,9.0,15.8,10.1,0.0,67.3,84.9
2001.0,10.0,15.9,10.2,0.0,113.0,115.0
2001.0,11.0,10.5,4.7,2.0,27.0,54.0
2001.0,12.0,6.3,0.9,14.0,28.0,71.5
2002.0,1.0,8.2,2.5,8.0,55.9,38.2
2002.0,2.0,9.8,3.8,1.0,173.9,95.2
2002.0,3.0,11.1,4.1,1.0,34.7,122.4
2002.0,4.0,13.9,5.0,1.0,40.7,176.2
2002.0,5.0,16.3,8.4,0.0,60.9,183.8
2002.0,6.0,19.1,10.9,0.0,30.9,197.3
2002.0,7.0,20.1,12.0,0.0,133.8,165.3
2002.0,8.0,21.2,13.4,0.0,83.4,141.0
2002.0,9.0,17.8,10.6,0.0,49.7,132.7
2002.0,10.0,12.6,6.8,0.0,145.3,79.7
2002.0,11.0,10.0,5.5,0.0,111.1,36.6
2002.0,12.0,6.4,3.2,5.0,129.8,28.6
2003.0,1.0,6.9,2.5,8.0,60.7,54.3
2003.0,2.0,6.6,0.0,15.0,30.8,87.8
2003.0,3.0,12.0,3.1,3.0,38.4,157.7
2003.0,4.0,14.7,5.1,3.0,44.6,193.9
2003.0,5.0,16.8,8.5,0.0,42.6,203.7
2003.0,6.0,21.0,12.1,0.0,111.1,215.1
2003.0,7.0,21.9,13.5,0.0,44.9,171.0
2003.0,8.0,22.4,13.4,0.0,14.0,187.6
2003.0,9.0,19.2,9.6,0.0,22.7,164.6
2003.0,10.0,12.6,6.0,0.0,48.2,115.0
2003.0,11.0,10.7,5.1,3.0,55.4,57.0
2003.0,12.0,7.5,1.9,9.0,81.8,54.1
2004.0,1.0,7.4,3.0,4.0,106.5,46.2
2004.0,2.0,8.1,3.0,9.0,50.8,92.6
2004.0,3.0,9.9,3.6,2.0,41.3,98.1
2004.0,4.0,13.5,6.4,0.0,107.0,132.5
2004.0,5.0,16.9,8.3,0.0,49.0,210.7
2004.0,6.0,20.0,11.8,0.0,68.5,194.5
2004.0,7.0,19.9,12.4,0.0,45.8,167.9
2004.0,8.0,21.3,13.6,0.0,181.0,179.4
2004.0,9.0,18.1,11.3,0.0,34.6,168.0
2004.0,10.0,13.1,7.4,0.0,88.2,94.3
2004.0,11.0,10.2,5.5,3.0,36.2,52.1
2004.0,12.0,8.3,3.2,6.0,46.3,69.1
